node_id	node_name	node_type	compartment_id	role	rule	confidence	plausibility_score	source
21496	VIM	RNA	21231	core	R6c	MEDIUM	75	Mesenchymal/myeloid HPA
21497	STAT1 homodimer	Protein	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21498	GBP1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21500	SNAI1	RNA	21231	core	R6c	MEDIUM	75	EMT epithelial PMID:21326285
21502	ETS1	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21503	IFITM3	RNA	21231	core	R6c	MEDIUM	75	ISG; PMID:23354158
21505	JUN	Protein	21231	core	R6c	LOW	72	AP-1
21506	SOCS1	Gene	21231	core	R6c	MEDIUM	75	JAK-STAT inhibitor PMID:9590175
21507	PSME2	RNA	21231	core	R6c	MEDIUM	75	Immunoproteasome; PMID:21134086 IFN-γ induced
21508	ICAM1	Gene	21231	core	R6c	MEDIUM	78	Adhesion induced by IFN-γ; PMID:2563381
21510	IRF1	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21511	TRIM21	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21512	TNFAIP3	Gene	21231	core	R6c	MEDIUM	75	A20 deubiquitinase NFkB
21514	MX2	Gene	21231	core	R6c	MEDIUM	75	ISG GTPase
21515	ISG20	RNA	21231	core	R6c	MEDIUM	75	ISG, antiviral exonuclease PMID:23394386
21516	TRIM34	Gene	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21517	FOS	Protein	21231	core	R6c	LOW	72	AP-1
21519	VCAM1	Gene	21231	core	R6c	MEDIUM	75	Endothelial/epithelial adhesion
21521	EIF2AK2	Gene	21231	core	R6c	MEDIUM	75	PKR antiviral, Reactome:R-HSA-1834941
21523	IL1R1	Gene	21231	core	R6c	MEDIUM	78	IL-1R1; PMID:8120391
21524	HLA-C	RNA	21231	core	R5	LOW	53	graph propagation on SjD Map (this work); neighbors_vote=2; InnateDB:innatedb.com Breuer 2013 PMID:23180781; STRING db v12
21525	BIRC2	Gene	21231	core	R6c	LOW	70	cIAP1
21527	TLR4	RNA	21231	core	R6c	MEDIUM	82	InnateDB; PMID:9237759 LPS receptor
21529	RELB	Protein	21231	core	R6c	MEDIUM	78	Non-canonical NFkB
21530	NFKB2	Protein	21231	core	R6c	MEDIUM	78	p52; non-canonical NF-kB
21531	IRF1	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21533	MX1	Gene	21231	core	R6c	MEDIUM	75	ISG GTPase antiviral; PMID:28604219
21535	CCL19	RNA	21231	core	R6c	MEDIUM	75	Stromal+DC
21536	CXCL8	Gene	21231	core	R6c	MEDIUM	78	IL-8 source
21537	IKBIP	RNA	21231	core	R6c	LOW	70	IKK interactor
21539	TRIM21	RNA	21231	core	R4	MEDIUM	65	Reactome:R-HSA-877300 via MINERVA notes
21541	Inflammation	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21542	Regulated_Necrosis	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21546	B_Cell_Activation/Survival	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21548	MHC_Class_2_Activation	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21549	Angiogenesis	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21551	MHC_Class_1_Activation	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21552	Apoptosis	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21553	T_Cell_Activation/Differentiation	Phenotype	21540	phenotype_output	R2	HIGH	90	MINERVA SjD Map Phenotypes layer (Silva-Saffar 2026)
21557	LPS	Simple molecule	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21562	IL15	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21564	TGFB1	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21565	TNFSF14	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21566	ssRNA	Simple molecule	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21571	TNF	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21574	FASLG	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21577	IL21	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21582	flagellin	Simple molecule	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21583	CD40LG	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21584	IL1	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21585	IFNG	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21588	dsRNA/polyIC	Simple molecule	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21594	IFNA	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21599	EDA	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21600	IL7	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21601	IL2	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21604	CXCL12	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21610	TNFSF10	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21612	MHC1/B2M	Complex	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21615	IFNB1	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21619	IL12	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21623	LTB	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21625	IL6	Protein	21555	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21632	CXCL11	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21643	CXCL12	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21644	VIM	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21645	CXCL9	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21656	MMP9	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21657	CCL21	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21658	CXCL10	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21659	CCL19	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21661	VCAM1	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21663	MUC1	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21664	TRIM21	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
21665	TOX	Protein	21629	extra_port	R1	HIGH	95	MINERVA SjD Map compartments 21555/21629 (Silva-Saffar 2026, doi:10.1038/s41540-026-00xxx-x)
